name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
Brew Point,Yes,No,3.6,10,JP Nagar,Cafe,"Cafe, American, Burger, Sandwich, Fast Food",500,[],Cafes,Bannerghatta Road
The Cravery,Yes,No,2.6,18,JP Nagar,Cafe,"Continental, Burger, Beverages, Cafe, Italian, Rolls",500,[],Cafes,Bannerghatta Road
Cuppa,No,No,3.4,48,JP Nagar,Cafe,"Cafe, Fast Food",550,[],Cafes,Bannerghatta Road
Anju's Cafe,No,No,3.4,6,JP Nagar,Cafe,"Cafe, North Indian",600,[],Cafes,Bannerghatta Road
Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,"Cafe, Italian, Desserts",700,"['Belgian Dark Chocolate Mousse Pancake', 'Cheese Garlic Bread', 'Snowy Alps Pizza', 'Veg Arrabiata Roasted Pasta [Regular]', 'Veg Arrabiata Roasted Pasta [1 Bowl]', 'Veg Skytouch Burger', 'Veg New York Omelette Burger', 'Veg Skytouch Burger', 'Vegas Scramble Combo', 'Tuscan Scramble Combo', 'Colorado Veggie Omelette Combo', 'Chicken Fajita Omelette Combo', 'Healthy Garden Salad', 'Manj Zigoli Egg Salad', 'Caesar Chicken Salad', 'Masala Magic Noodles', 'Egg Noodles', 'Veg Manchurian Noodles', 'Veg Schezwan Garlic Noodles', 'Chicken Schezwan Garlic Noodles', 'Margherita Pizza', 'Mountain Bear Pizza', 'Pizza Bianca', 'West Coast Pizza', 'Pizza Mozza', 'Pizza Mozza', 'Snowy Alps Pizza', 'Spice Messo Pizzza', 'Piedmont Park Pizza', 'Manhattan Pizza', 'Skytouch Veggie Pizza', 'Schezwan Paneer Pizza', '7th Phase Pizza', 'Island Teriyaki Chicken Pizza', 'Dragon Chicken Pizza', '3G Chicken Pizza', 'Spicy Chicken Pizza', 'Skytouch Schezwan Chicken Pizza', 'The Chastain Pizza', 'Veg Abruzzi Mostaccioli Pasta [Regular]', 'Veg Primavera Pasta [Regular]', 'Veg Arrabiata Roasted Pasta [Regular]', 'Veg Macaroni and Cheese Pasta [Regular]', 'Veg Alle Pesto Pasta [Regular]', 'Non Veg Abruzzi Mostaccioli Pasta [Regular]', 'Non Veg Primavera Pasta [Regular]', 'Non Veg Arrabbiata Roasted Pasta [Regular]', 'Non Veg Macaroni and Cheese Pasta [Regular]', 'Non Veg Alle Pesto Pasta [Regular]', 'Non Veg Alfredo Pasta [Regular]', 'Veg Abruzzi Mostaccioli Pasta [1 Bowl]', 'Veg Primavera Pasta [1 Bowl]', 'Veg Arrabiata Roasted Pasta [1 Bowl]', 'Veg Macaroni and Cheese Pasta [1 Bowl]', 'Veg Alle Pesto Pasta [1 Bowl]', 'Veg Alfredo Pasta [1 Bowl]', 'Non Veg Abruzzi Mostaccioli Pasta [1 Bowl]', 'Non Veg Primavera Pasta [1 Bowl]', 'Non Veg Arrabbiata Roasted Pasta [1 Bowl]', 'Non Veg Macaroni and Cheese Pasta [1 Bowl]', 'Non Veg Alle Pesto Pasta [1 Bowl]', 'Non Veg Alfredo Pasta [1 Bowl]', 'Cheese Grilled Sandwich', 'Pesto Cheese Sandwich', 'Veg Grilled Sandwich', 'Paneer Bhurji Sandwich', 'Mushroom Cheese Sandwich', 'Omelette Cheese Sandwich', 'Garlic Bread', 'French Fries', 'Potato Wedges', 'Cheese Garlic Bread', 'Hash Brown and Mayo', 'Pesto Garlic Bread', 'Schezwan Garlic Bread', 'Bruschetta', 'Mushroom Spicy Garlic Bread', 'Garlic Roasted Mushrooms', 'Fried Mozzarella', 'Chicken Alfredo Flatbread', 'Cappuccino', 'Americano', 'Caffe Latte', 'Caffe Mocha', 'Hot Chocolate', 'Green Tea', 'Chai Latte', 'Espresso Frappe', 'Choco Mocha Frappe', 'Mocha Frappe', 'Carmel Mocha Frappe', 'Vanilla Bean Frappe', 'Coorg Chip Frappe', 'Oreo Delight', 'Lemon Soda', 'Lemon Ice Tea', 'Green Apple Limonatas', 'Strawberry Limonatas', 'Virgin Mojito', 'Splashberry', 'Tropical Island Twist', 'Coconut Bubble Tea', 'Chocolate Bubble Tea', 'Vanilla Bubble Tea', 'Blueberry Bubble Tea', 'Strawberry Bubble Tea', 'Peach Bubble Tea', 'Mango Bubble Tea', 'Kiwi Bubble Tea', 'Lychee Bubble Tea', 'Coconut Bubble Tea', 'Chocolate Bubble Tea', 'Vanilla Bubble Tea', 'Strawberry Bubble Tea', 'Peach Bubble Tea', 'Mango Bubble Tea', 'Kiwi Bubble Tea', 'Lychee Bubble Tea', 'Banana Boat Smoothie', 'Strawberry Blueberry Smoothie', 'Peanut Butter Banana Smoothie', 'Fruit Fusion Smoothie', 'Coconut Surprise Smoothie', 'Perfect Peach Smoothie', 'Chunky Monkey Smoothie', 'Original Buttermilk Pancake', 'Belgian Dark Chocolate Mousse Pancake', 'English Sticky Toffee Pancake', 'Plain Waffle', 'Cinnamon Waffle', 'Chocolate Waffle', 'Waffle Pyramid', 'Sizzling Brownie', 'Caramel Brownie', 'Hot Fudge Sundae Cake', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Mango Ice Cream', 'Caramel Ice Cream', 'Chocolate Ice Cream', 'Coffee Ice Cream', 'Coffee Ice Cream']",Cafes,Bannerghatta Road
Woodee Pizza,Yes,No,2.7,85,JP Nagar,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,"['Margherita Pizza [6 inches]', 'Glazed Onion Pizza [6 inches]', 'Cheesy Margherita Pizza', 'Spicy Bite Pizza', 'Spicy Chicken Bite Pizza', 'Margherita Pizza [6 inches]', 'Glazed Onion Pizza [6 inches]', 'Tangy Slice Pizza [6 inches]', 'Capsico Pizza [6 inches]', 'Cheesy Margherita Pizza', 'Spicy Bite Pizza', 'Paneer Exotic Pizza', 'Love Pepper Pizza', 'Red Scallion Pizza', 'Paprika Delight Pizza', 'Hot Golden Cake Pizza', 'Shadowy Pizza', 'Spice and Smoke Pizza', 'Green Farm Pizza', 'Choco La to Pizza', 'Cluster Pizza', 'Indo Italian Romeo Pizza', 'Frizzle Sizzler Pizza', 'Golden Chunks Tressure Pizza', 'North Meets The South Pizza', 'Brazilya Pizza', 'Spicy Paneer Bhurji Pizza', ""Chef's Special Pizza"", ""Woodee's Special Pizza"", 'Grassy Green Feast Pizza', '5 Pepper Pizza', 'Death By Pizza', 'Cheese Margherita Pizza [7 inches]', 'Pepper Crisp Pizza [7 inches]', 'Sparkling Zest Pizza [7 inches]', 'Smokey Flames Pizza [7 inches]', 'Flaming Ferry Pizza [7 inches]', 'Sausage Chicken [7 inches]', 'Fried Spicy Chicken [7 inches]', 'Chicken Pepperoni [7 inches]', 'Barbeque Chicken [7 inches]', 'Peri Peri Chicken [7 inches]', 'Achari Chicken [7 inches]', 'Classic Egg Pizza', 'Veg Egg Pizza', 'Chicken Egg Pizza', 'Chicken Sausage Pizza', 'Spicy Chicken Bite Pizza', 'Cheesy Spicy Chicken Pizza', 'Peri Peri Chicken Pizza', 'Chicken Keema Pizza', 'Chicken Pepperoni Pizza', 'Chicken Kabab Pizza', 'Barbecue Chicken Pizza', 'Achari Chicken Pizza', 'Chicken Italiano Pizza', 'Chicken Brazilian Pizza', 'Chicken Greenland Pizza', 'Spicy Chicken Hook Balls Pizza', 'Chicken Bonanza Pizza', 'Chicken Ultimate Salvation Pizza', 'Veg Creamy Cheesy Pasta', 'Veg Arrabiata Heights Pasta', 'Veg Pesto Italian Pasta', 'Veg Pink Zest Pasta', 'Veg Olive Blast Pasta', 'Veg Orange Salmon Pasta', 'Chicken Creamy Cheesy Pasta', 'Chicken Arrabiata Heights Pasta', 'Chicken Pesto Italian Pasta', 'Chicken Pink Zest Pasta', 'Chicken Olive Blast Pasta', 'Chicken Orange Salmon Pasta', 'Paneer Surprise Rotolo', 'Spicy Paneer Rotolo', 'All Jalapenos Rotolo', 'Crazy Baby Corn Rotolo', 'Tangy Pepper Rotolo', 'Savory Rotolo', 'Sausage Chicken Rotolo', 'Chicken Keema Rotolo', 'Barbeque Chicken Rotolo', 'Spicy Chicken Rotolo', 'Chicken Kabab Rotolo', 'Classic Garlic Bread', 'Classic Crumpts', 'Fiery Crumpts', 'Cheese Garlic Bread', 'Chilli Garlic Bread', 'Paprika Garlic Bread', 'Jalapeno Garlic Bread', 'Stuffed Garlic Bread', 'Chicken Garlic Bread', 'Classic Nachos', 'Classic Cheesy Nachos', 'Fiery Cheesy Nachos', 'Jalapeno Cheesy Nachos', 'Chicken Cheesy Nachos', 'Classic Fries', 'Masala Fries', 'Chilli Cheese Fries', 'Salsa Cheese Fries', 'Schezwan Cheese Fries', 'Barbecue Cheese Fries', 'Chilli Garlic Fries', 'Nachos Fries', 'Cheesy Paprika Fries', 'Barbeque Chicken Fries', 'Angry Jungle Fries', 'Popcorn Chicken', 'Keema Chicken Fries', 'Chicken Nachos', 'Plain Cheesy Dip', 'Masala Cheesy Dip', 'Cheesy Garlic Dip', 'Creamy Salsa Dip', 'Chilli Cheese Dip', 'Cheesy Jalapeno Dip', 'Potato Wedges', 'Pizza Pockets [5 Pieces]', 'Jalapeno Pockets [5 Pieces]', 'Veg Poppers', 'Baked Baby Corn Fingers', 'Chicken Poppers', 'Chicken Nuggets', 'Vanilla', 'Chocolate', 'Choco Chip', 'Belgian Chocolate', 'Rabadi', 'Special Goat Milk', 'Hot Chocolate Fudge', 'Brownie Fudge', 'Strawberry Delight', 'Kiwi Blast', 'Panipuri Twist', 'Caramel Fudge', 'Blueberry Cookie Bliss', 'Cookie Sundae', 'Choco Chip Mania', 'Nutty Chocolate Sundae', 'Double Chocolate Sundae', 'Belgian Chocolate Sundae', 'Jaljeera', 'Crimson Blush Lemonade', 'Kelly Kiwi Lemonade', 'Royal Sapphire Lemonade', 'Night Beauty Lemonade', 'Yellow Belly Lemonade', 'Ginger Lime Lemonade', 'Fruit Beer', 'Mango Shake', 'Strawberry Shake', 'Blackcurrant Shake', 'Butterscotch Apple Shake', 'Peach and Apricot Shake', 'Chocolate Shake', 'Litchi Thick Shake', 'Blueberry Thick Shake', 'Whole Strawberry Thick Shake', 'Choco Chip Thick Shake', 'Vanilla Rabadi Thick Shake', 'Kit Kat Shake', 'Snickers Shake', 'Oreo Shake', 'Choco Brownie Shake', 'Choco Peanut Butter Shake', 'Salted Caramel Shake', 'Iced Coffee Shake', 'Cake o Mocha Shake', 'Choco Almond Shake', 'Choco Nutella Shake', 'Oreo Red Velvet Shake', 'Red Velvet Shake', 'Irish Cream Coffee Shake', 'Belgian Choco Chip Shake']",Cafes,Bannerghatta Road
Hearts Unlock Cafe,No,No,3.2,11,BTM,Cafe,"Cafe, Healthy Food",500,[],Cafes,Bannerghatta Road
eat.fit,Yes,No,4.5,1178,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,[],Delivery,Bannerghatta Road
Sai Abhiruchi,Yes,No,3.7,335,BTM,Casual Dining,"Andhra, North Indian, Biryani",800,[],Delivery,Bannerghatta Road
Capsicum Family Restaurant,Yes,No,3.8,254,BTM,Casual Dining,"Biryani, North Indian",800,"['Gobi Manchurian', 'Tandoori Chicken', 'Phulka', 'Tandoori Roti', 'Andhra Chicken Curry', 'Boneless Andhra Chicken Curry', 'Butter Chicken', 'Chicken Mughlai', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', 'Hyderabad Veg Biryani', 'Fried Piece Chicken Biryani [ Family Pack]', 'Nizam Chicken Biryani [ Family Pack]', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Mushroom Fried Rice', 'Mixed Veg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Capsicum Special Chicken Fried Rice', 'Ragi Muddha', 'Gutti Venkaya', 'Tomato Soup', 'Sweet Corn Soup', 'Veg Hot and Sour Soup', 'Veg Manchow Soup', 'Veg Clear Soup', 'Mushroom Soup', 'Cream of Mushroom Soup', 'Lemon Coriander Soup', 'Chicken Hot and Sour Soup', 'Chicken Manchow Soup', 'Chicken Clear Soup', 'Chicken Sweet Corn Soup', 'Chicken Contens Soup', 'Veg Manchurian', 'Gobi Manchurian', 'Gobi 65', 'Gob Chilly', 'Baby Corn Manchurian', 'Paneer Manchurian', 'Mushroom Manchurian', 'Ginger Gobi', 'Chilly Paneer', 'Chilly Mushroom', 'Baby Corn Chilly', 'Baby Corn Majestic', 'Paneer Bhurji', 'Mushroom Pepper Fry', 'Mushroom Pepper Dry', 'Veg 65', 'Paneer 65', 'Aloo 65', 'Kaju Pakoda', 'Kaju Fry', 'Capsicum Special Veg Dry', 'Boiled Egg [2 Egg]', 'Egg Chilly', 'Egg Manchurian', 'Egg 65', 'Egg Omelette', 'Capsicum Special Chicken', 'Chicken Lollipop', 'Chicken Hyderabadi Fry', 'Chicken Roast', 'Chicken Ghee Roast', 'Chicken 65', 'Chicken Manchurian', 'Chicken Chilly', 'Chicken Pepper Fry', 'Chicken Pepper Dry', 'Chicken 555', 'Chicken Winsg Pepper Dry [6 Pieces]', 'Lemon Chicken', 'Chicken Drumsticks', 'Chicken Keema Gold Coins', 'Chicken Kaju Pakoda', 'Chicken Crispy', 'Chicken Pepper', 'Mutton Pepper Fry', 'Hara Bhara Veg Kabab', 'Veg Paneer Tikka', 'Hariyali Paneer Tikka', 'Tandoori Chicken', 'Chicken Lasooni Tikka', 'Chicken Hariyali Tikka', 'Chicken Garlic Kabab', 'Chicken Tikka', 'Fish Tikka', 'Tangri Kabab', 'Kalmi Kabab', 'Chicken Tandoori Platter', 'Fish Tandoori Platter', 'Reshmi Kabab', 'Malai Kabab', 'Fish Manchurian', 'Apollo Fish', 'Crispy Fish', 'Fish Fry', 'Garlic Fish Roast', 'Fish Chilly', 'Fish Pepper Fry', 'Fish Pepper Dry', 'Fish 65', 'Fish Tikka', 'Fish Hariyali Tikka', 'Prawns Manchurian', 'Chilly Prawns', 'Prawns 65', 'Prawns Pepper Fry', 'Prawns Pepper Dry', 'Schezwan Prawns Dry', 'Loose Prawns', 'Dal Fry', 'Dal Tadka', 'Dal Makhani', 'Veg Malai Kofta', 'Mushroom Curry', 'Paneer Butter Masala', 'Veg Mixed Curry', 'Paneer Shahi Korma', 'Palak Paneer', 'Kadai Veg', 'Kadai Paneer', 'Kadai Mushroom', 'Plain Palak', 'Aloo Palak', 'Tomato Curry', 'Tomato Cashew Curry', 'Kaju Curry', 'Veg Kolhapuri', 'Veg Hyderabadi', 'Aloo Gobhi Masala', 'Capsicum Special Masala', 'Egg Curry', 'Egg Masala', 'Egg Pulusu', 'Egg Tomato Curry', 'Egg Keema Curry', 'Egg Kolhapuri', 'Egg Bhurji', 'Andhra Chicken Curry', 'Boneless Andhra Chicken Curry', 'Chicken Masala', 'Hyderabadi Chicken Curry', 'Chicken Chettinad', 'Chicken Kadai', 'Butter Chicken', 'Chicken Mughlai', 'Palak Chicken', 'Gongura Chicken Curry', 'Chicken Kolhapuri', 'Chicken Shahi Korma', 'Methi Chicken', 'Andhra Mutton Curry', 'Fish Curry', 'Fish Masala', 'Andhra Fish Curry', 'Fish Kadai', 'Prawns Curry', 'Prawns Masala', 'Kadai Prawns Curry', 'Hyderabadi Prawns Curry', 'Phulka', 'Butter Phulka', 'Tandoori Roti', 'Butter Roti', 'Naan', 'Butter Naan', 'Garlic Naan', 'Kulcha', 'Butter Kulcha', 'Stuffed Kulcha', 'Tandoori Paratha', 'Aloo Paratha', 'Methi Paratha', 'Pudina Paratha', 'Jeera Rice', 'Curd Rice', 'Steamed Rice', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', 'Hyderabad Veg Biryani', 'Egg Biryani', 'Boneless Special Chicken Biryani', 'Hyderabad Chicken Biryani', 'Fried Pieces Chicken Biryani', 'Pot Chicken Biryani', 'Lollipop Biryani', 'Chicken Roast Biryani', 'Drumstick Biryani', 'Avakaya Chicken Biryani', 'Green Mirchi Chicken Biryani', 'Nizam Chicken Biryani', 'Natukodi Biryani', 'Fish Biryani', 'Prawns Biryani', 'Veg Biryani [ Family Pack]', 'Mushroom Biryani [ Family Pack]', 'Paneer Biryani [ Family Pack]', 'Hyderabad Veg Biryani [ Family Pack]', 'Hyderabad Chicken Biryani [ Family Pack]', 'Pot Chicken Biryani [ Family Pack]', 'Avakaya Chicken Biryani [ Family Pack]', 'Green Mirchi Chicken Biryani [ Family Pack]', 'Fried Piece Chicken Biryani [ Family Pack]', 'Nizam Chicken Biryani [ Family Pack]', 'Natukodi Family Biryani [ Family Pack]', 'Fish Biryani [ Family Pack]', 'Prawns Biryani [ Family Pack]', 'Capsicum Special Chicken Biryani', 'Minister Chicken Biryani', 'Bathkali Chicken Biryani', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Mushroom Fried Rice', 'Mixed Veg Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Capsicum Special Chicken Fried Rice', 'Ragi Muddha', 'Gutti Venkaya', 'Natu Kodi Pulusu', 'Natu kodi Fry', 'Natu Kodi Iguru', 'Guntur Chicken Fry', 'Andhra Chicken Fry', 'Rayalaseema Chicken Fry', 'Konaseema Kodi Vepudu', 'King of Kodi Vepudu', 'Gulab Jamun', 'Fresh Lime Juice', 'Masala Fresh Lime Soda', 'Fresh Lime Soda', 'Butter Milk', 'Sweet Lassi', 'Mineral Water [1 Litre]', 'Ginger Lime Soda', 'Jeera Masala Soda']",Delivery,Bannerghatta Road
Box Magic,Yes,No,3.6,21,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Seafood, Rolls",400,"['Veg Thali', 'Chicken Thali', 'Dal Khichdi', 'Veg Thali', 'Chicken Thali', 'Veg Crispy', 'Veg Spring Roll', 'Alu Jeera', 'Veg Pakoda', 'Baby Corn Golden Fry', 'Crispy Potato', 'Veg Manchurian', 'Veg 65', 'Paneer Chilly', 'Paneer Ghee Roast', 'Baby Corn Rava Fry', 'Gobi 88', 'Mushroom Green Roast', 'Mushroom Tawa Fry', 'PaneerTawa Fry', 'Paneer Uruwal', 'Mushroom Pepper Dry', 'Egg Ghee Roast', 'Egg Pakoda', 'Egg Green Roast', 'Chicken Ghee Roast', 'South Chilly Chicken', 'Andhra Chilly Chicken', 'Chicken Sukka', 'Chicken Tawa Fry', 'Chicken Uruwal', 'Chicken Pepper Fry', 'Chicken 65', 'Chicken Lassoni Dry', 'Chicken Kabab', 'Chicken Pulimunchi Dry', 'Shanghai Chicken', 'Chicken Hong Kong', 'Chicken Pepper Chilly Garlic', 'Chicken Burnt Red Chilly Dry', 'Barbeque Chicken', 'Shredded Chicken Red Chilly Fry', 'Chicken Oyster Sauce', 'Chicken Chilly', 'Chicken 65', 'Chicken Schezwan', 'Veg Hyderbadi', 'Subzi kadai', 'Veg Lababdar', 'Chilly Milly Subzi', 'Mushroom Masala', 'Dal Fry', 'Dal Kolhapuri', 'Dal Tadka', 'Dal Makhani', 'Aloo Matar', 'Channa Masala', 'Aloo Palak', 'Mixed Veg', 'Aloo Methi', 'Bhindi Fry', 'Bhindi Masala', 'Veg Baby Corn Kadai', 'Veg Tawa', 'Veg Handi', 'Veg Kheema Dingri', 'Veg Lazawab', 'Baked Vegetable', 'Butter Chicken', 'Murgh Malwani', 'Bhatti Chicken', 'Chicken Lajawab', 'Chicken Rara Masala', 'Chicken Tawa', 'Chicken Handi', 'Chicken Dopyaza', 'Chicken Tikka Makhani', 'Chicken Lahori', 'Chicken Kalimiri Masala', 'Chicken Mughlai', 'Chicken Sagwala', 'Chicken kolhapuri', 'Chicken Masala', 'Chicken Maharaja', 'Veg Pulav', 'Paneer Pulav', 'Kashmiri Pulav', 'Dal Khichdi', 'Palak Khichdi', 'Curd Rice', 'Jeera Rice', 'Ghee Rice', 'Steamed Rice', 'Veg Biryani', 'Veg Biryani Hyderbadi', 'Egg Biryani ', 'Egg Biryani Hyderabadi', 'Chicken Biryani', 'Chicken Biryani Boneless', 'Chicken Hyderabadi Biryani', 'Boneless Chicken Hyderabadi Biryani', 'Chicken Tikka Biryani ', 'Prawns Biryani ', 'Prawns Biryani Hyderbadi', 'South Indian Veg Gassi', 'Dal Thowe', '4 Neer Dosa', 'Chicken Gassi', 'Chicken Pulimunchi', 'Chicken Masala', 'Veg Malaysian Fried Rice', 'Veg Schezwan Fried Rice', 'Veg Triple Schezwan Fried Rice', 'Jeera Fried Rice', 'Veg Chowmein', 'Chicken Stewed Rice', 'Egg Masala', 'Egg Bhurji', 'Egg Omelette', 'Half Fry', 'Boiled Egg [3 Pieces]']",Delivery,Bannerghatta Road
Maa'r Rannaghor,Yes,No,3.8,20,JP Nagar,Quick Bites,"Bengali, Chinese",400,[],Delivery,Bannerghatta Road
Easy Bites,Yes,No,4.1,63,JP Nagar,"Takeaway, Delivery","Fast Food, Sandwich",300,"['Fitshack', 'Snack Pop Box', 'Popullicious Combo', 'The Crispy Ringer', 'Chicken Fiesta', 'Quick Box', 'Empire Crispy Chicken', 'Chicken Popcorn (regular)', 'Masala French Fries (150 Grams)', 'Chilly Garlic Potato Pops (12 Pieces)', 'French Fries (150 Grams)', 'Cheese Garlic Potato Pops (8 Pieces)', 'Potato Wedges', 'Empire Smilies (5 Pieces)', 'Empire Veg Sandwich', 'Empire Chicken Sandwich', 'Tawa Chicken Shawarma', 'Hot Chilly Dip', 'Fiery Dip', 'Spicy Lemon Dip', 'Tandoori Tikka Dip', 'Carolina Mustard Bbq Dip', 'Arabian Kofta Dip']",Delivery,Bannerghatta Road
Hiyar Majhe Kolkata,Yes,No,4.0,244,BTM,Quick Bites,"Bengali, North Indian",400,[],Delivery,Bannerghatta Road
Dabba Gosht,Yes,No,3.4,9,JP Nagar,"Takeaway, Delivery","Arabian, Middle Eastern",400,"['Dabba Ghosht Box1', 'Dabba Ghosht Box2', 'Dabba Ghosht Box3', 'Dabba Ghosht Box4', 'Dabba Ghosht Box5', 'Dabba Ghosht Box6', 'Peshawari Kabab (mutton Seehk)', 'Gilafi Seehk', 'Kalonji Onion Murgh Seehk', 'Murgh Pakiza Tikka', 'Murgh Angara', 'Achari Gosht', 'Mashoor Murgh', 'Dhum Ka Murgh', 'Karachi Murgh', 'Murgh Korma', 'Rara Murgh', 'Murgh Tikka Masala', 'Karachi Dum Gosht', 'Karachi Kadai', 'Rogan Josh', 'Dabba Gosht', 'Tawa Mutton Keema Bhuna', 'Tawa Chicken Bhuna', 'Karachi Naan', 'Tandoori Roti', 'Romali Roti', 'Naan', 'Butter Naan', 'Garlic Naan', 'Masala Naan', 'Lachedar Paratha', 'Pudina Paratha', 'Alu Kulcha', 'Onion Kulcha', 'Mix Kulcha', 'Chicken Kheema Naan', 'Mutton Kheema Naan', 'Ghosh Pulao', 'Steamed Rice', 'Jeera Rice', 'Ghee Rice', 'Peas Pulao', 'Vegetarian Pulao', 'Murgh Pulao', 'Chicken Biryani(quarter)', 'Chicken Biryani (half)', 'Chicken Biryani (full)', 'Mutton Biryani (quarter)', 'Mutton Biryani (half)', 'Mutton Biryani (full)', 'Prawan Biryani', 'Biryani Rice', 'Midnight Dabba Gosht Box 1', 'Midnight Dabba Gosht Box 3', 'Midnight Dabba Gosht Box 4', 'Midnight Dabba Gosht Box 5', 'Midnight Dabba Gosht Box 6']",Delivery,Bannerghatta Road
Empire Restaurant,Yes,No,3.6,113,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,"['Empire Box 3', 'Empire Box 4', 'Empire Box 8', 'Empire Box 10', 'Empire Box 15', 'Empire Box 16', 'Empire Box 17', 'Empire Box 20', 'Empire Box 21', 'Empire Box 25', 'Boiled Egg (2 Nos)', 'Special Dal Fry (with Egg)', 'Egg Masala', 'Egg Burji', 'Egg Masala', 'Ghee Parotta', 'Mineral Water', 'Soft Drinks (600ml)', 'Onion Dosa Veg', 'Prawns Dosa', 'Set Dosa Prawns', 'Hot Chilly Fish Fry Jumbo (tawa Fry)', 'Hot Chilly Fish Fry Big (tawa Fry)', 'Hot Chilly Fish Fry Small (tawa Fry)', 'Kadai Chicken', 'Kadai Chicken Boneless', 'Kadai Mutton', 'Kadai Mutton Boneless', 'Hyderabadi Chicken', 'Hyderabadi Chicken Boneless', 'Kadai Chicken Gravy', 'Kadai Chicken Boneless Gravy', 'Kadai Mutton Gravy', 'Kadai Mutton Boneless', 'Hyderabadi Chicken Gravy', 'Hyderabadi Chicken Boneless Gravy', 'Fish Fry', 'Chilly Fish Boneless', 'Prawns Dry/ Fry', 'Kadai Paneer', 'Paneer Tikka Masala', 'Chettinad Veg Curry', 'Paneer Tikka Masala', 'Fish Thali', 'Non Veg Thali', 'Piri Piri Chicken (tawa Fry)', 'Hot Chilly Seer Fish Tawa Fry-big', 'Empire Special Chicken Kebab', 'Empire Special Chicken Kebab Boneless', 'Empire Special Chilly Kebab', 'Empire Special Chilly Kebab Boneless', 'Popcorn Kebab', 'Chicken Manchurian', 'Chicken Lollipop', 'Chilly Chicken Dry', 'Chilly Chicken Boneless', 'Pepper Chicken Dry', 'Pepper Chicken Dry Boneless', 'Grilled Chicken', 'Alfaham Chicken', 'Chicken Tandoori', 'Kalmi Kebab', 'Murg Tikka (boneless)', 'Butter Chicken', 'Chicken Manchurian Masala', 'Butter Chicken Boneless', 'Chilly Chicken', 'Chicken Varuval', 'Chicken Varuval Boneless', 'Chicken Masala', 'Chicken Masala Boneless', 'Chicken Tikka Masala', 'Chicken Tandoori Masala', 'Pepper Chicken Masala', 'Pepper Chicken Masala Boneless', 'Chicken Kurma', 'Pepper Mutton Dry', 'Pepper Mutton Dry Boneless', 'Mutton Varuval', 'Mutton Varuval Boneless', 'Pepper Mutton Masala', 'Pepper Mutton Masala Boneless', 'Pappad', 'Gobi Manchurian', 'Paneer Chilly', 'Paneer Tikka', 'Dal Fry', 'Dal Tadka', 'Paneer Butter Masala', 'Veg Kurma', 'Aloo Gobi Gravy', 'Ghee Rice', 'Lemon Rice', 'Jeera Rice', 'Plain Rice', 'Mutton Biriyani Boneless', 'Chicken Biriyani', 'Biriyani Rice (non-veg)', 'Fish Biriyani', 'Egg Biriyani', 'Veg Biryani', 'Grilled Chicken Biryani', 'Empire Special Parota', 'Kerala Parota', 'Malabar Parota', 'Ceylon Parota', 'Coin Parota', 'Wheat Parota', 'Egg Parota', 'Stuffed Aloo Parota', 'Ghee Chapathi', 'Dry Chapathi', 'Empire Mix Parota ( Kothu Porota)', 'Tandoori Roti', 'Tandoori Parota', 'Tandoori Naan', 'Butter Kulcha', 'Butter Naan', 'Kheema Naan', 'Kulcha', 'Rumali Roti', 'Butter Roti', 'Veg Fried Rice', 'Chicken Fried Rice', 'Mutton Fried Rice', 'Egg Fried Rice', 'Mix Fried Rice', 'Veg Thali', 'Non Veg Thali (lunch)', 'Non Veg Thali (dinner)', 'Veg Dosa', 'Mutton Keema Dosa']",Delivery,Bannerghatta Road
