name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rating_votes_score,cuisine_category,rest_type_category,first_cuisine_category
Hotel Fish Land,Yes,No,3.6,24.0,RT Nagar,Casual Dining,"South Indian, North Indian",600.0,Delivery,Malleshwaram,86.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Mangalore Lunch Home,Yes,No,3.7,26.0,RT Nagar,Quick Bites,"North Indian, Mughlai, Chinese, Seafood, South Indian",200.0,Delivery,Malleshwaram,96.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Kusum Restaurant,Yes,No,3.0,99.0,New BEL Road,Casual Dining,"North Indian, Chinese, Mughlai",500.0,,,297.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
The Donut Baker,No,No,3.5,8.0,Malleshwaram,"Bakery, Dessert Parlor",Desserts,150.0,Delivery,Malleshwaram,28.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Spicy Fingers,Yes,No,3.4,36.0,RT Nagar,Casual Dining,"North Indian, South Indian, Seafood",600.0,Delivery,Malleshwaram,122.39999999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Al-Baik Kabab Corner,Yes,No,3.2,25.0,Yeshwantpur,Quick Bites,"Kebab, Biryani",350.0,Delivery,Malleshwaram,80.0,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Global Fusion & Others
Grand Sweets & Snacks,No,No,3.3,5.0,Malleshwaram,Sweet Shop,"Mithai, Fast Food",300.0,Delivery,Malleshwaram,16.5,Street Food & Snacks,Others,Desserts & Sweets
Swasthi Spice Restaurant,Yes,No,3.4,589.0,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese, Biryani",600.0,Delivery,Malleshwaram,2002.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Beijing Bites,No,No,3.7,175.0,Malleshwaram,Casual Dining,"Chinese, Thai",600.0,Delivery,Malleshwaram,647.5,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Matsya Lunch Home,Yes,No,3.7,10.0,Malleshwaram,Quick Bites,Mangalorean,400.0,Delivery,Malleshwaram,37.0,Global Fusion & Others,Quick Bites & Takeaway,Global Fusion & Others
Chung Wah,Yes,No,4.0,537.0,New BEL Road,Casual Dining,"Chinese, Momos, Thai, Vietnamese",650.0,Delivery,Malleshwaram,2148.0,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
New Shanthi Sagar,Yes,No,3.5,100.0,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Malleshwaram,350.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Iyer Mess,Yes,No,4.1,327.0,Malleshwaram,Mess,South Indian,150.0,Delivery,Malleshwaram,1340.6999999999998,South Indian Traditional,Others,South Indian Traditional
Chandus Delux,Yes,No,3.9,81.0,Malleshwaram,Casual Dining,"South Indian, North Indian, Seafood, Chinese",600.0,Delivery,Malleshwaram,315.9,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Pavilion Restaurant,Yes,No,4.2,100.0,Yeshwantpur,Casual Dining,"North Indian, Chinese, Continental",1000.0,Delivery,Malleshwaram,420.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Navrang Kabab Korner,Yes,No,3.7,349.0,Rajajinagar,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab",600.0,Delivery,Malleshwaram,1291.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
LV Venkateshwara Jolada Rotti Oota,Yes,No,3.9,33.0,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,Malleshwaram,128.7,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Chandrappa Hotel,Yes,No,4.2,253.0,Yeshwantpur,Quick Bites,"South Indian, North Indian, Chinese",450.0,Delivery,Malleshwaram,1062.6000000000001,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Dharwad Line Bazar Mishra Pedha,No,No,3.4,4.0,Malleshwaram,Sweet Shop,Mithai,150.0,Delivery,Malleshwaram,13.6,Desserts & Sweets,Others,Desserts & Sweets
South Spicy Bites,Yes,No,3.7,67.0,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese",500.0,Delivery,Malleshwaram,247.9,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Chickz N Cheez,Yes,No,3.4,22.0,Rajajinagar,Quick Bites,"North Indian, Fast Food",300.0,Delivery,Malleshwaram,74.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Hotel Prashanth,Yes,No,3.9,63.0,Rajajinagar,Quick Bites,North Indian,350.0,Delivery,Malleshwaram,245.7,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
A1 Spice Inn,No,No,3.5,46.0,Yeshwantpur,Casual Dining,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",500.0,Delivery,Malleshwaram,161.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Viking,No,No,2.9,86.0,Malleshwaram,Casual Dining,"Chinese, North Indian",450.0,,,249.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,Chinese & Pan-Asian Delights
Chung's Chinese Corner,Yes,No,4.1,444.0,Malleshwaram,Casual Dining,"Chinese, Asian, American, Seafood",600.0,Delivery,Malleshwaram,1820.3999999999999,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Shree Mahalakshmi Sweets,Yes,No,3.9,61.0,Basaveshwara Nagar,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Malleshwaram,237.9,Street Food & Snacks,Others,Desserts & Sweets
Cravingz,No,No,3.8,16.0,Malleshwaram,Food Court,"Fast Food, Beverages",400.0,Delivery,Malleshwaram,60.8,Street Food & Snacks,Food Court & Lounge,Street Food & Snacks
Apsara Ice Cream,Yes,No,4.0,25.0,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,Malleshwaram,100.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Sunny Spice Chinese Restaurant,Yes,No,3.3,44.0,Rajajinagar,Casual Dining,"Chinese, Thai, Seafood",650.0,Delivery,Malleshwaram,145.2,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Pavilion,Yes,No,3.7,34.0,Yeshwantpur,Casual Dining,"North Indian, Chinese",700.0,Delivery,Malleshwaram,125.80000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Currylicious,No,No,3.1,49.0,Malleshwaram,Food Court,"South Indian, Mangalorean, Kerala",800.0,Delivery,Malleshwaram,151.9,South Indian Traditional,Food Court & Lounge,South Indian Traditional
New Kadai,Yes,No,3.8,46.0,Malleshwaram,Casual Dining,"North Indian, Chinese, Seafood",700.0,Delivery,Malleshwaram,174.79999999999998,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
New Prashanth Hotel,No,No,3.1,10.0,Malleshwaram,Quick Bites,"South Indian, Biryani",400.0,Delivery,Malleshwaram,31.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Kudla - Coraltree,Yes,Yes,3.8,280.0,RT Nagar,Casual Dining,"Seafood, Mangalorean",1200.0,Delivery,Malleshwaram,1064.0,Seafood & Coastal Flavors,Casual Dining & Bar,Seafood & Coastal Flavors
Cream Factory,No,No,3.4,17.0,Malleshwaram,Dessert Parlor,Desserts,400.0,Delivery,Malleshwaram,57.8,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Pure & Natural,No,No,2.6,30.0,Malleshwaram,Quick Bites,"Healthy Food, Beverages, Fast Food",500.0,Delivery,Malleshwaram,78.0,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
Grub by 3G's,No,No,3.3,4.0,Malleshwaram,Casual Dining,"Continental, North Indian",1500.0,Delivery,Malleshwaram,13.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,Continental & Cafe Culture
Nebula,No,No,3.3,6.0,Malleshwaram,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700.0,Delivery,Malleshwaram,19.799999999999997,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Lakshmi Mess,No,No,3.3,13.0,Malleshwaram,Mess,South Indian,200.0,Delivery,Malleshwaram,42.9,South Indian Traditional,Others,South Indian Traditional
Mom's Rasoi,No,No,3.5,14.0,Malleshwaram,Quick Bites,"South Indian, Biryani",300.0,Delivery,Malleshwaram,49.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Jalpaan,Yes,Yes,3.9,675.0,Rajajinagar,Casual Dining,"North Indian, Continental",900.0,Delivery,Malleshwaram,2632.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Taiyvan's,Yes,No,3.7,101.0,RT Nagar,Casual Dining,"Chinese, Thai, Seafood, Malaysian",500.0,Delivery,Malleshwaram,373.70000000000005,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Hotel Emirates,Yes,No,3.1,94.0,RT Nagar,Casual Dining,"North Indian, Chinese, Arabian, Kebab",500.0,,,291.40000000000003,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Kitchen King Naati Style,Yes,No,3.8,27.0,Rajajinagar,Casual Dining,South Indian,500.0,Delivery,Malleshwaram,102.6,South Indian Traditional,Casual Dining & Bar,South Indian Traditional
Kim Lee Restaurant,Yes,No,3.8,149.0,Rajajinagar,Casual Dining,Chinese,700.0,Delivery,Malleshwaram,566.1999999999999,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Pulimunchi,Yes,Yes,4.1,532.0,Sadashiv Nagar,Casual Dining,"Mangalorean, Seafood",1000.0,Delivery,Malleshwaram,2181.2,Seafood & Coastal Flavors,Casual Dining & Bar,Global Fusion & Others
Nagas,Yes,No,3.3,34.0,Yeshwantpur,Food Court,"Andhra, South Indian, Hyderabadi",500.0,Delivery,Malleshwaram,112.19999999999999,South Indian Traditional,Food Court & Lounge,Biryani & Andhra Cuisine
Nammura Baduta,Yes,No,3.3,8.0,Vasanth Nagar,Quick Bites,South Indian,350.0,Delivery,Malleshwaram,26.4,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Four Seasons Fast Food,No,No,3.3,20.0,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,Malleshwaram,66.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Hotel Girija Sagar,Yes,No,3.3,5.0,Sadashiv Nagar,Quick Bites,South Indian,200.0,Delivery,Malleshwaram,16.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Fujian Express,Yes,No,3.3,23.0,Yeshwantpur,Food Court,"Thai, Chinese, Momos",600.0,Delivery,Malleshwaram,75.89999999999999,Chinese & Pan-Asian Delights,Food Court & Lounge,Chinese & Pan-Asian Delights
The Orchard,Yes,Yes,4.0,672.0,Sadashiv Nagar,Casual Dining,North Indian,900.0,Delivery,Malleshwaram,2688.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Chikpet Donne Biryani House,Yes,No,3.6,23.0,Yeshwantpur,Quick Bites,Biryani,350.0,Delivery,Malleshwaram,82.8,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Basil Joint,Yes,No,3.5,24.0,New BEL Road,"Takeaway, Delivery","Fast Food, Beverages",300.0,Delivery,Malleshwaram,84.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Just Bake,Yes,No,3.4,16.0,Magadi Road,Bakery,Bakery,400.0,Delivery,Malleshwaram,54.4,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
New Fishland,No,No,3.9,39.0,Malleshwaram,Quick Bites,"Seafood, Chinese, North Indian, South Indian",400.0,Delivery,Malleshwaram,152.1,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Seafood & Coastal Flavors
Sea Route,Yes,Yes,4.1,426.0,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese",1100.0,Delivery,Malleshwaram,1746.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,Seafood & Coastal Flavors
Seafood Dot Grill,Yes,No,3.9,36.0,Yeshwantpur,"Casual Dining, Bar","Seafood, North Indian, Mangalorean",1200.0,Delivery,Malleshwaram,140.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,Seafood & Coastal Flavors
Satrangi,Yes,No,3.7,212.0,New BEL Road,Casual Dining,"North Indian, South Indian",900.0,Delivery,Malleshwaram,784.4000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Kesariya,No,Yes,4.2,174.0,Sadashiv Nagar,Casual Dining,Rajasthani,1200.0,Delivery,Malleshwaram,730.8000000000001,Global Fusion & Others,Casual Dining & Bar,Global Fusion & Others
New Shetty Lunch Home,No,No,3.3,6.0,Rajajinagar,Quick Bites,"Mangalorean, Seafood, South Indian",400.0,Delivery,Malleshwaram,19.799999999999997,South Indian Traditional,Quick Bites & Takeaway,Global Fusion & Others
Prashanth Naati Corner,Yes,No,3.5,10.0,Yelahanka,Quick Bites,"South Indian, Biryani",300.0,Delivery,Malleshwaram,35.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Nandhini Deluxe,No,No,4.0,471.0,Sankey Road,Casual Dining,North Indian,600.0,Delivery,Malleshwaram,1884.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sea Rock,Yes,Yes,4.6,514.0,Seshadripuram,Casual Dining,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000.0,Delivery,Malleshwaram,2364.3999999999996,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Fish Palace,No,No,3.0,28.0,Rajajinagar,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",450.0,Delivery,Malleshwaram,84.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Global Fusion & Others
Fit Dish Fetish,No,No,3.5,38.0,West Bangalore,"Takeaway, Delivery",Healthy Food,500.0,,,133.0,Global Fusion & Others,Quick Bites & Takeaway,Global Fusion & Others
Swaadishta Restaurant,No,No,2.5,60.0,Sadashiv Nagar,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean",750.0,Delivery,Malleshwaram,150.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Hotel Savaji's,No,No,3.5,36.0,Rajajinagar,Quick Bites,South Indian,300.0,Delivery,Malleshwaram,126.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Swadisht Inn,No,No,3.5,15.0,Rajajinagar,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700.0,Delivery,Malleshwaram,52.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
The Park East 01,No,No,3.8,53.0,Race Course Road,Casual Dining,"North Indian, Chinese",750.0,Delivery,Malleshwaram,201.39999999999998,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Indian's Biriyani Point,Yes,No,3.3,5.0,Rajajinagar,Quick Bites,"Biryani, Chinese",200.0,Delivery,Malleshwaram,16.5,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Pakwan,Yes,Yes,4.1,289.0,Sadashiv Nagar,Casual Dining,"North Indian, Chinese, Italian",800.0,Delivery,Malleshwaram,1184.8999999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Kitchen Katta,Yes,No,4.1,196.0,Sanjay Nagar,Quick Bites,Maharashtrian,300.0,Delivery,Malleshwaram,803.5999999999999,Global Fusion & Others,Quick Bites & Takeaway,Global Fusion & Others
Sbarro,No,No,2.7,268.0,Malleshwaram,Food Court,Pizza,500.0,Delivery,Malleshwaram,723.6,Street Food & Snacks,Food Court & Lounge,Street Food & Snacks
Nomadic Tandoor,Yes,No,3.7,168.0,New BEL Road,Cafe,"Cafe, North Indian, Chinese, Continental",700.0,Delivery,Malleshwaram,621.6,North Indian & Mughlai Cuisine,Cafe & Bakery,Continental & Cafe Culture
Udupi Garden,No,No,3.0,44.0,Yeshwantpur,Quick Bites,"North Indian, Chinese, South Indian, Street Food",300.0,Delivery,Malleshwaram,132.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Daryaganj Chowk,No,No,3.1,13.0,Sanjay Nagar,Quick Bites,"North Indian, Fast Food",400.0,Delivery,Malleshwaram,40.300000000000004,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Hotel Karavali Beach,Yes,No,3.5,19.0,Seshadripuram,Casual Dining,"Seafood, Mangalorean, Chinese",500.0,Delivery,Malleshwaram,66.5,Chinese & Pan-Asian Delights,Casual Dining & Bar,Seafood & Coastal Flavors
Cafe Lassi Lab,Yes,No,3.3,6.0,New BEL Road,"Quick Bites, Beverage Shop","Fast Food, Beverages",300.0,Delivery,Malleshwaram,19.799999999999997,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Zu's Doner Kebaps,No,No,3.7,33.0,RT Nagar,"Takeaway, Delivery","Turkish, Fast Food, Biryani, Chinese",350.0,Delivery,Malleshwaram,122.10000000000001,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Global Fusion & Others
1522 - The Pub,Yes,No,4.2,1731.0,Malleshwaram,Pub,"Chinese, Continental, North Indian",1400.0,Delivery,Malleshwaram,7270.200000000001,North Indian & Mughlai Cuisine,Others,Chinese & Pan-Asian Delights
Al-Taj Restaurant,Yes,No,3.4,9.0,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese",600.0,Delivery,Malleshwaram,30.599999999999998,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Rolls Kitchen,Yes,No,3.8,78.0,Rajajinagar,"Takeaway, Delivery","Fast Food, Rolls",250.0,Delivery,Malleshwaram,296.4,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Northwind,No,No,3.9,83.0,Seshadripuram,Casual Dining,"Biryani, Chinese, North Indian, Mangalorean",650.0,Delivery,Malleshwaram,323.7,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Roast 'N' Frost,Yes,No,3.7,17.0,Rajajinagar,Quick Bites,"Fast Food, Desserts",200.0,Delivery,Malleshwaram,62.900000000000006,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Atithi,No,No,3.7,18.0,Rajajinagar,Casual Dining,North Indian,750.0,Delivery,Malleshwaram,66.60000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Goli Vada Pav No. 1,No,No,3.6,41.0,Rajajinagar,Quick Bites,Street Food,200.0,Delivery,Malleshwaram,147.6,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
The Rasoi,No,No,3.7,33.0,Seshadripuram,Casual Dining,"North Indian, Chinese, Hyderabadi",650.0,Delivery,Malleshwaram,122.10000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
The Chocolate Mansion,No,No,3.4,8.0,Sadashiv Nagar,Delivery,Desserts,250.0,Delivery,Malleshwaram,27.2,Desserts & Sweets,Delivery Only,Desserts & Sweets
New Shanthi Sagar,No,No,2.7,39.0,Sadashiv Nagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",550.0,Delivery,Malleshwaram,105.30000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Altaj Restaurant,No,No,3.3,6.0,Rajajinagar,Casual Dining,"North Indian, Chinese",700.0,Delivery,Malleshwaram,19.799999999999997,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Udupa Fast Food,No,No,3.3,4.0,Rajajinagar,Quick Bites,South Indian,400.0,Delivery,Malleshwaram,13.2,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Sri Durga Grand,No,No,3.3,5.0,Rajajinagar,Quick Bites,"South Indian, Chinese",300.0,Delivery,Malleshwaram,16.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Buttercup Bakes,No,No,3.6,12.0,Rajajinagar,Bakery,"Bakery, Desserts",500.0,Delivery,Malleshwaram,43.2,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Melting Melodies,Yes,No,3.3,10.0,Malleshwaram,"Dessert Parlor, Bakery","Desserts, Bakery",250.0,Delivery,Malleshwaram,33.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Tuckinto,Yes,No,3.8,30.0,Yeshwantpur,Cafe,Cafe,400.0,Delivery,Malleshwaram,114.0,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Wow Sikkim Momo's,No,No,3.5,11.0,New BEL Road,Quick Bites,"Chinese, North Indian",300.0,Delivery,Malleshwaram,38.5,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
All Shook Up!,Yes,No,3.6,19.0,Rajajinagar,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0,Delivery,Malleshwaram,68.4,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
The Duke Of Juices,Yes,No,3.3,8.0,Yeshwantpur,"Food Court, Beverage Shop",Beverages,200.0,Delivery,Malleshwaram,26.4,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Food N Joyy,Yes,No,3.2,8.0,RT Nagar,Quick Bites,"Fast Food, Chinese, Street Food",300.0,Delivery,Malleshwaram,25.6,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Street Food & Snacks
New Bombay Vada Pav,No,No,3.4,61.0,Rajajinagar,Quick Bites,Fast Food,150.0,Delivery,Malleshwaram,207.4,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Mexican Taste,Yes,No,3.3,9.0,New BEL Road,"Takeaway, Delivery","Fast Food, Burger, Rolls, Salad",200.0,Delivery,Malleshwaram,29.7,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Mojo Pizza - 2X Toppings,Yes,No,4.1,289.0,Rajajinagar,"Takeaway, Delivery",Pizza,600.0,Delivery,Malleshwaram,1184.8999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Amma's Pastries,No,No,4.2,217.0,Malleshwaram,Bakery,"Bakery, Desserts",400.0,Desserts,Malleshwaram,911.4000000000001,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Frozen Coast,No,No,3.9,107.0,Malleshwaram,Dessert Parlor,"Desserts, Ice Cream",250.0,Desserts,Malleshwaram,417.3,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Bun World,No,No,3.9,132.0,Malleshwaram,Bakery,"Bakery, Fast Food",250.0,Desserts,Malleshwaram,514.8,Street Food & Snacks,Cafe & Bakery,Desserts & Sweets
Asha Sweets Centre,Yes,No,4.3,124.0,Malleshwaram,Sweet Shop,"Mithai, Street Food",250.0,Desserts,Malleshwaram,533.1999999999999,Street Food & Snacks,Others,Desserts & Sweets
Kanti Sweets,Yes,No,3.9,63.0,Malleshwaram,Sweet Shop,"Mithai, Street Food",400.0,Desserts,Malleshwaram,245.7,Street Food & Snacks,Others,Desserts & Sweets
Sreeraj Lassi Bar,Yes,No,3.7,71.0,Malleshwaram,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",150.0,Desserts,Malleshwaram,262.7,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
